word,neg_score,pos_score,label,checked,thinh
backed,0,0,2,unchecked,2
incomparably,0,0,2,checked,
anhydrous,0,0,2,checked,
euphemistic,0.625,0,0,unchecked,2
unpredictability,0.5,0.25,2,checked,
hopeless,0,0,0,checked,
unanalyzed,0.625,0.125,2,checked,
ability,0,0.5,1,unchecked,2
unseemliness,0.25,0.25,0,checked,
seductive,0,0,2,unchecked,2
destructive,0,0,0,checked,
lodge,0,0,2,unchecked,2
audibility,0.125,0.5,1,unchecked,2
realistically,0,0.125,2,unchecked,2
healthy,0,0.75,1,unchecked,1
unskilled,0.625,0,0,checked,
iodinating,0,0,2,unchecked,2
emulsify,0,0,2,unchecked,2
centralizing,0,0,2,unchecked,2
declassification,0,0,2,checked,
unstratified_language,0,0,2,checked,
uncharged,0,0,2,checked,
structured,0,0,2,unchecked,2
ungrudgingly,0,0.375,1,checked,
naturalize,0,0,2,unchecked,2
ahistorical,0.375,0,2,checked,
loamy,0,0,2,unchecked,2
bloodless,0,0,2,checked,
malevolence,0.875,0,0,checked,
steroidal,0,0,2,unchecked,2
unethically,0.375,0,0,checked,
careful,0,0,2,unchecked,1
toeless,0,0,2,checked,
unfriendliness,0.625,0,0,checked,
accurate,0,0,2,unchecked,1
unusualness,0.125,0.5,2,checked,
unlamented,0.875,0,0,checked,
solved,0,0,2,unchecked,2
unseasonableness,0.25,0,2,checked,
unadventurous,0.375,0.25,2,checked,
violently,0,0.125,2,unchecked,0
agnostic,0,0,2,checked,
inconspicuously,0,0,2,checked,
unforgivingly,0,0,0,checked,
inglorious,0.5,0.125,0,checked,
pyretic,0.5,0,0,unchecked,2
unsaturated,0,0.25,2,checked,
unbranded,0.75,0,2,checked,
unsealed,0.625,0,2,checked,
sensitise,0,0,2,unchecked,2
unsuccessfully,0.125,0,0,checked,
honorably,0,0.25,2,unchecked,1
affected,0,0.375,1,unchecked,2
immaturity,0.625,0,0,checked,
uninterested,0.625,0,0,checked,
ethical,0,0,2,unchecked,1
decriminalization,0,0,2,checked,
soured,0,0,2,unchecked,2
indecision,0,0,0,checked,
ovulation,0,0,2,unchecked,2
hyperglycemia,0.375,0.25,2,unchecked,2
stoppable,0,0.625,1,unchecked,2
offstage,0,0,2,checked,
unmanfully,0.5,0,0,checked,
scheduled,0,0,2,unchecked,2
unevenness,0.625,0.125,2,checked,
inhumaneness,0.5,0.5,0,checked,
inactivity,0.125,0,0,checked,
unguided,0.625,0,0,checked,
imperceptible,0.625,0.25,2,checked,
indecent,0,0,0,checked,
inexcusable,0.625,0,0,checked,
aperiodic,0,0,2,checked,
clean,0,0,2,unchecked,1
impossibility,0.25,0,2,checked,
memorably,0,0.125,2,unchecked,1
continuation,0,0,2,unchecked,2
fixed,0,0,2,unchecked,2
indiscernible,0.75,0.25,2,checked,
mobility,0.125,0.5,1,unchecked,2
orderliness,0.125,0.375,2,unchecked,1
landed,0,0,2,unchecked,2
reliably,0,0.25,2,unchecked,1
sensible,0,0.5,1,unchecked,1
footless,0,0,2,checked,
magnetise,0,0,2,unchecked,2
uselessness,0.25,0.375,0,checked,
underdress,0,0,0,checked,
wanted,0,0,2,unchecked,2
unblock,0,0,2,checked,
stabilization,0,0,2,unchecked,1
incautiously,0.375,0,0,checked,
sound,0,0,2,unchecked,2
impermissibility,0.625,0.125,0,checked,
feelingly,0.25,0,2,unchecked,2
disenfranchisement,0,0,0,checked,
columned,0,0,2,unchecked,2
unbelievingly,0,0.25,2,checked,
uncooperative,0.625,0,0,checked,
unpersuasiveness,0.5,0.125,0,checked,
nazify,0,0,2,unchecked,0
productively,0,0.125,2,unchecked,1
congruousness,0,0.625,1,unchecked,2
uncheerfulness,0.75,0.125,0,checked,
unfeelingly,0,0.125,0,checked,
nonrandom,0,0,2,checked,
perfection,0.5,0,0,unchecked,1
nontechnical,0.75,0.125,2,checked,
saddle,0,0,2,unchecked,2
seasoned,0,0,2,unchecked,2
essential,0,0.125,2,unchecked,1
combustible,0,0.5,1,unchecked,2
civilly,0,0,2,unchecked,1
counterfactuality,0.625,0.25,2,checked,
smoky,0,0,2,unchecked,2
synchronizing,0,0,2,unchecked,2
inconvertibility,0.625,0.25,2,checked,
depreciate,0,0,0,checked,
unreproducible,0.5,0,2,checked,
documented,0,0,2,unchecked,2
toed,0,0,2,unchecked,2
temperance,0,0.25,2,unchecked,2
malleability,0,0,2,unchecked,2
irreconcilable,0.5,0,0,checked,
unappetizingness,0,0,0,checked,
unsigned,0.25,0.125,2,checked,
on-line,0,0,2,unchecked,2
ungusseted,0.5,0,2,checked,
skinned,0,0,2,unchecked,2
immediate,0,0,2,checked,
unargumentative,0.75,0,2,checked,
revocable,0,0.5,1,unchecked,2
unprofitability,0.625,0.125,0,checked,
incontinent,0,0,0,checked,
inevitable,0.625,0,2,checked,
inconclusive,0.5,0,0,checked,
testate,0,0,2,unchecked,2
oriented,0,0,2,unchecked,2
unmitigated,0.625,0,0,checked,
unlikeliness,0,0.125,2,checked,
unfastened,0.5,0,2,checked,
financial,0,0.25,2,unchecked,2
receptive,0,0,2,unchecked,1
uninterestingness,0.5,0.125,0,checked,
unpermissive,0.75,0.125,0,checked,
characteristically,0,0,2,unchecked,2
insufficient,0,0,0,checked,
immiscible,0.25,0,2,checked,
untucked,0.5,0,2,checked,
noneffervescent,0,0,2,checked,
productive,0,0.625,1,unchecked,1
deoxidise,0,0,2,checked,
rustless,0,0,1,checked,
fathomable,0,0.5,1,unchecked,2
porous,0.125,0,2,unchecked,2
blended,0,0,2,unchecked,2
variableness,0.375,0.125,2,unchecked,2
nonconformist,0.625,0,2,checked,
human,0,0,2,unchecked,2
atrophied,0,0,2,unchecked,0
steadiness,0.25,0.375,2,unchecked,2
shelled,0,0,2,unchecked,2
nonsmoker,0,0,2,checked,
insecure,0,0,0,checked,
purity,0.25,0,2,unchecked,2
alterable,0,0.5,1,unchecked,2
speaking,0,0,2,unchecked,2
germy,0,0,2,unchecked,2
inaction,0.125,0,0,checked,
unconscious,0.375,0,2,checked,
advertently,0,0.375,1,unchecked,2
advantageous,0,0.625,1,unchecked,2
utopian,0,0,2,unchecked,2
unbecomingness,0.25,0.5,2,checked,
